cveID,vendor,product,state,cwe_description,vector_string,cweID,assignerShortName,datePublished
CVE-2013-0139,certcc,n/a,PUBLISHED,The Arecont Vision AV1355DN MegaDome camera allows remote attackers to cause a denial of service (video-capture outage) via a packet to UDP port 69.,,,certcc,2022-10-03T16:15:04
CVE-2013-0140,certcc,n/a,PUBLISHED,SQL injection vulnerability in the Agent-Handler component in McAfee ePolicy Orchestrator (ePO) before 4.5.7 and 4.6.x before 4.6.6 allows remote attackers to execute arbitrary SQL commands via a crafted request over the Agent-Server communication channel.,,,certcc,2013-05-01T10:00:00
CVE-2013-0141,certcc,n/a,PUBLISHED,Directory traversal vulnerability in McAfee ePolicy Orchestrator (ePO) before 4.5.7 and 4.6.x before 4.6.6 allows remote attackers to upload arbitrary files via a crafted request over the Agent-Server communication channel; as demonstrated by writing to the Software/ directory.,,,certcc,2013-05-01T10:00:00
CVE-2013-0142,certcc,n/a,PUBLISHED,QNAP VioStor NVR devices with firmware 4.0.3; and the Surveillance Station Pro component in QNAP NAS; have a hardcoded guest account; which allows remote attackers to obtain web-server login access via unspecified vectors.,,,certcc,2022-10-03T16:15:04
CVE-2013-0143,certcc,n/a,PUBLISHED,cgi-bin/pingping.cgi on QNAP VioStor NVR devices with firmware 4.0.3; and in the Surveillance Station Pro component in QNAP NAS; allows remote authenticated users to execute arbitrary commands by leveraging guest access and placing shell metacharacters in the query string.,,,certcc,2022-10-03T16:15:05
CVE-2013-0144,certcc,n/a,PUBLISHED,Cross-site request forgery (CSRF) vulnerability in cgi-bin/create_user.cgi on QNAP VioStor NVR devices with firmware 4.0.3 allows remote attackers to hijack the authentication of administrators for requests that create administrative accounts via a NEW USER action.,,,certcc,2022-10-03T16:15:04
CVE-2013-0145,certcc,n/a,PUBLISHED,Buffer overflow in the TFTPD service in Serva32 2.1.0 allows remote attackers to cause a denial of service (daemon crash) or possibly execute arbitrary code via a long string in a read request.,,,certcc,2022-10-03T16:15:05
CVE-2013-0148,certcc,n/a,PUBLISHED,The Data Camouflage (aka FairCom Standard Encryption) algorithm in FairCom c-treeACE does not ensure that a decryption key is needed for accessing database contents; which allows context-dependent attackers to read cleartext database records by copying a database to another system that has a certain default configuration.,,,certcc,2022-10-03T16:15:04
CVE-2013-0149,certcc,n/a,PUBLISHED,The OSPF implementation in Cisco IOS 12.0 through 12.4 and 15.0 through 15.3; IOS-XE 2.x through 3.9.xS; ASA and PIX 7.x through 9.1; FWSM; NX-OS; and StarOS before 14.0.50488 does not properly validate Link State Advertisement (LSA) type 1 packets before performing operations on the LSA database; which allows remote attackers to cause a denial of service (routing disruption) or obtain sensitive packet information via a (1) unicast or (2) multicast packet; aka Bug IDs CSCug34485; CSCug34469; CSC,,,certcc,2013-08-03T01:00:00
CVE-2013-0150,certcc,n/a,PUBLISHED,"Directory traversal vulnerability in an unspecified signed Java applet in the client-side components in F5 BIG-IP APM 10.1.0 through 10.2.4 and 11.0.0 through 11.3.0; FirePass 6.0.0 through 6.1.0 and 7.0.0; and other products ""when APM is provisioned;"" allows remote attackers to upload and execute arbitrary files via a ..  (dot dot) in the filename parameter.",,,certcc,2022-10-03T16:15:04
CVE-2013-0151,redhat,n/a,PUBLISHED,The do_hvm_op function in xen/arch/x86/hvm/hvm.c in Xen 4.2.x on the x86_32 platform does not prevent HVM_PARAM_NESTEDHVM (aka nested virtualization) operations; which allows guest OS users to cause a denial of service (long-duration page mappings and host OS crash) by leveraging administrative access to an HVM guest in a domain with a large number of VCPUs.,,,redhat,2013-03-07T02:00:00
CVE-2013-0152,redhat,n/a,PUBLISHED,Memory leak in Xen 4.2 and unstable allows local HVM guests to cause a denial of service (host memory consumption) by performing nested virtualization in a way that triggers errors that are not properly handled.,,,redhat,2013-02-13T01:00:00
CVE-2013-0153,redhat,n/a,PUBLISHED,The AMD IOMMU support in Xen 4.2.x; 4.1.x; 3.3; and other versions; when using AMD-Vi for PCI passthrough; uses the same interrupt remapping table for the host and all guests; which allows guests to cause a denial of service by injecting an interrupt into other guests.,,,redhat,2013-02-14T22:00:00
CVE-2013-0154,redhat,n/a,PUBLISHED,The get_page_type function in xen/arch/x86/mm.c in Xen 4.2; when debugging is enabled; allows local PV or HVM guest administrators to cause a denial of service (assertion failure and hypervisor crash) via unspecified vectors related to a hypercall.,,,redhat,2013-01-12T02:00:00
CVE-2013-0155,redhat,n/a,PUBLISHED,"Ruby on Rails 3.0.x before 3.0.19; 3.1.x before 3.1.10; and 3.2.x before 3.2.11 does not properly consider differences in parameter handling between the Active Record component and the JSON implementation; which allows remote attackers to bypass intended database-query restrictions and perform NULL checks or trigger missing WHERE clauses via a crafted request; as demonstrated by certain ""[nil]"" values; a related issue to CVE-2012-2660 and CVE-2012-2694.",,,redhat,2013-01-13T22:00:00
CVE-2013-0156,redhat,n/a,PUBLISHED,active_support/core_ext/hash/conversions.rb in Ruby on Rails before 2.3.15; 3.0.x before 3.0.19; 3.1.x before 3.1.10; and 3.2.x before 3.2.11 does not properly restrict casts of string values; which allows remote attackers to conduct object-injection attacks and execute arbitrary code; or cause a denial of service (memory and CPU consumption) involving nested XML entity references; by leveraging Action Pack support for (1) YAML type conversion or (2) Symbol type conversion.,,,redhat,2013-01-13T22:00:00
CVE-2013-0157,redhat,n/a,PUBLISHED,(a) mount and (b) umount in util-linux 2.14.1; 2.17.2; and probably other versions allow local users to determine the existence of restricted directories by (1) using the --guess-fstype command-line option or (2) attempting to mount a non-existent device; which generates different error messages depending on whether the directory exists.,,,redhat,2014-01-21T18:00:00
CVE-2013-0158,redhat,n/a,PUBLISHED,Unspecified vulnerability in Jenkins before 1.498; Jenkins LTS before 1.480.2; and Jenkins Enterprise 1.447.x before 1.447.6.1 and 1.466.x before 1.466.12.1; when a slave is attached and anonymous read access is enabled; allows remote attackers to obtain the master cryptographic key via unknown vectors.,,,redhat,2013-02-24T22:00:00
CVE-2013-0159,redhat,n/a,PUBLISHED,The fedora-business-cards package before 1-0.1.beta1.fc17 on Fedora 17 and before 1-0.1.beta1.fc18 on Fedora 18 allows local users to cause a denial of service or write to arbitrary files via a symlink attack on /tmp/fedora-business-cards-buffer.svg.,,,redhat,2018-05-01T19:00:00
CVE-2013-0160,redhat,n/a,PUBLISHED,The Linux kernel through 3.7.9 allows local users to obtain sensitive information about keystroke timing by using the inotify API on the /dev/ptmx device.,,,redhat,2013-02-18T02:00:00
CVE-2013-0161,Havalite,CMS,PUBLISHED,Havalite CMS 1.1.7 has a stored XSS vulnerability,,,redhat,2020-01-29T14:54:30
CVE-2013-0162,redhat,n/a,PUBLISHED,The diff_pp function in lib/gauntlet_rubyparser.rb in the ruby_parser gem 3.1.1 and earlier for Ruby allows local users to overwrite arbitrary files via a symlink attack on a temporary file with a predictable name in /tmp.,,,redhat,2013-03-01T02:00:00Z
CVE-2013-0163,OpenShift haproxy cartridge,OpenShift haproxy cartridge,PUBLISHED,OpenShift haproxy cartridge: predictable /tmp in set-proxy connection hook which could facilitate DoS,,,redhat,2019-12-05T14:57:36
CVE-2013-0164,redhat,n/a,PUBLISHED,The lockwrap function in port-proxy/bin/openshift-port-proxy-cfg in Red Hat OpenShift Origin before 1.1 allows local users to overwrite arbitrary files via a symlink attack on a temporary file with a predictable name in /tmp.,,,redhat,2013-02-24T22:00:00Z
CVE-2013-0165,OpenShift mongodb cartridge,OpenShift mongodb cartridge,PUBLISHED,cartridges/openshift-origin-cartridge-mongodb-2.2/info/bin/dump.sh in OpenShift does not properly create files in /tmp.,,,redhat,2019-11-01T18:12:44
CVE-2013-0166,redhat,n/a,PUBLISHED,OpenSSL before 0.9.8y; 1.0.0 before 1.0.0k; and 1.0.1 before 1.0.1d does not properly perform signature verification for OCSP responses; which allows remote OCSP servers to cause a denial of service (NULL pointer dereference and application crash) via an invalid key.,,,redhat,2013-02-08T19:00:00
CVE-2013-0167,redhat,n/a,PUBLISHED,"VDSM in Red Hat Enterprise Virtualization 3 and 3.2 allows privileged guest users to cause the host to become ""unavailable to the managment server"" via guestInfo dictionaries with ""unexpected fields.""",,,redhat,2013-08-19T23:00:00Z
CVE-2013-0168,redhat,n/a,PUBLISHED,The MoveDisk command in Red Hat Enterprise Virtualization Manager (RHEV-M) 3.1 and earlier does not properly check permissions on storage domains; which allows remote authenticated storage admins to cause a denial of service (free space consumption of other storage domains) via unspecified vectors.,,,redhat,2013-03-12T22:00:00
CVE-2013-0169,redhat,n/a,PUBLISHED,"The TLS protocol 1.1 and 1.2 and the DTLS protocol 1.0 and 1.2; as used in OpenSSL; OpenJDK; PolarSSL; and other products; do not properly consider timing side-channel attacks on a MAC check requirement during the processing of malformed CBC padding; which allows remote attackers to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data for crafted packets; aka the ""Lucky Thirteen"" issue.",,,redhat,2013-02-08T19:00:00
CVE-2013-0170,redhat,n/a,PUBLISHED,Use-after-free vulnerability in the virNetMessageFree function in rpc/virnetserverclient.c in libvirt 1.0.x before 1.0.2; 0.10.2 before 0.10.2.3; 0.9.11 before 0.9.11.9; and 0.9.6 before 0.9.6.4 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code by triggering certain errors during an RPC connection; which causes a message to be freed without being removed from the message queue.,,,redhat,2013-02-08T20:00:00
CVE-2013-0171,redhat,n/a,PUBLISHED,Foreman before 1.1 allows remote attackers to execute arbitrary code via a crafted YAML object to the (1) fact or (2) report import API.,,,redhat,2014-05-08T14:00:00
CVE-2013-0172,redhat,n/a,PUBLISHED,Samba 4.0.x before 4.0.1; in certain Active Directory domain-controller configurations; does not properly interpret Access Control Entries that are based on an objectClass; which allows remote authenticated users to bypass intended restrictions on modifying LDAP directory objects by leveraging (1) objectClass access by a user; (2) objectClass access by a group; or (3) write access to an attribute.,,,redhat,2013-01-17T21:00:00Z
CVE-2013-0173,redhat,n/a,PUBLISHED,"Foreman before 1.1 uses a salt of ""foreman"" to hash root passwords; which makes it easier for attackers to guess the password via a brute force attack.",,,redhat,2014-05-08T14:00:00
CVE-2013-0174,redhat,n/a,PUBLISHED,The external node classifier (ENC) API in Foreman before 1.1 allows remote attackers to obtain the hashed root password via an API request.,,,redhat,2014-05-08T14:00:00
CVE-2013-0175,redhat,n/a,PUBLISHED,multi_xml gem 0.5.2 for Ruby; as used in Grape before 0.2.6 and possibly other products; does not properly restrict casts of string values; which allows remote attackers to conduct object-injection attacks and execute arbitrary code; or cause a denial of service (memory and CPU consumption) involving nested XML entity references; by leveraging support for (1) YAML type conversion or (2) Symbol type conversion; a similar vulnerability to CVE-2013-0156.,,,redhat,2013-04-25T23:00:00Z
CVE-2013-0176,redhat,n/a,PUBLISHED,"The publickey_from_privatekey function in libssh before 0.5.4; when no algorithm is matched during negotiations; allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a ""Client: Diffie-Hellman Key Exchange Init"" packet.",,,redhat,2013-02-05T23:11:00
CVE-2013-0177,redhat,n/a,PUBLISHED,Multiple cross-site scripting (XSS) vulnerabilities in widget/screen/ModelScreenWidget.java in Apache Open For Business Project (aka OFBiz) 10.04.x before 10.04.05; 11.04.01; and possibly 09.04.x allow remote authenticated users to inject arbitrary web script or HTML via the (1) Screenlet.title or (2) Image.alt Widget attribute; as demonstrated by the parentPortalPageId parameter to exampleext/control/ManagePortalPages.,,,redhat,2014-01-30T15:00:00
CVE-2013-0178,Redis Labs,Redis,PUBLISHED,Insecure temporary file vulnerability in Redis before 2.6 related to /tmp/redis-%p.vm.,,,redhat,2019-11-01T18:25:27
CVE-2013-0179,redhat,n/a,PUBLISHED,The process_bin_delete function in memcached.c in memcached 1.4.4 and other versions before 1.4.17; when running in verbose mode; allows remote attackers to cause a denial of service (segmentation fault) via a request to delete a key; which does not account for the lack of a null terminator in the key and triggers a buffer over-read when printing to stderr.,,,redhat,2014-01-13T21:00:00
CVE-2013-0180,Redis Labs,Redis,PUBLISHED,Insecure temporary file vulnerability in Redis 2.6 related to /tmp/redis.ds.,,,redhat,2019-11-01T18:25:30
CVE-2013-0181,redhat,n/a,PUBLISHED,Cross-site scripting (XSS) vulnerability in Views in the Search API (search_api) module 7.x-1.x before 7.x-1.4 for Drupal; when using certain backends and facets; allows remote attackers to inject arbitrary web script or HTML via unspecified input; which is returned in an error message.,,,redhat,2013-03-27T21:00:00
CVE-2013-0182,redhat,n/a,PUBLISHED,The Payment module 7.x-1.x before 7.x-1.3 for Drupal does not properly restrict access to payments; which allows remote attackers to read arbitrary payments.,,,redhat,2022-10-03T16:15:05
CVE-2013-0183,redhat,n/a,PUBLISHED,multipart/parser.rb in Rack 1.3.x before 1.3.8 and 1.4.x before 1.4.3 allows remote attackers to cause a denial of service (memory consumption and out-of-memory error) via a long string in a Multipart HTTP packet.,,,redhat,2013-03-01T02:00:00
CVE-2013-0184,redhat,n/a,PUBLISHED,"Unspecified vulnerability in Rack::Auth::AbstractRequest in Rack 1.1.x before 1.1.5; 1.2.x before 1.2.7; 1.3.x before 1.3.9; and 1.4.x before 1.4.4 allows remote attackers to cause a denial of service via unknown vectors related to ""symbolized arbitrary strings.""",,,redhat,2013-03-01T02:00:00
CVE-2013-0185,redhat,n/a,PUBLISHED,Cross-site request forgery (CSRF) vulnerability in ManageIQ Enterprise Virtualization Manager (EVM) allows remote attackers to hijack the authentication of users for requests that have unspecified impact via unknown vectors.,,,redhat,2018-05-01T19:00:00
CVE-2013-0186,ManageIQ EVM,ManageIQ EVM,PUBLISHED,Multiple cross-site scripting (XSS) vulnerabilities in ManageIQ EVM allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,,,redhat,2019-11-01T18:38:38
CVE-2013-0187,redhat,n/a,PUBLISHED,Foreman before 1.1 allows remote authenticated users to gain privileges via a (1) XMLHttpRequest or (2) AJAX request.,,,redhat,2014-05-08T14:00:00
CVE-2013-0188,redhat,,REJECTED,,,,redhat,2022-10-03T16:15:03
